HGNC_ID	Approved_symbol	Approved_name	RefSeq_IDs	UniProt_ID	Ensembl_ID
HGNC:16113	FAM83C-AS1	FAM83C antisense RNA 1			ENSG00000235214
HGNC:16122	FAM83D	family with sequence similarity 83 member D		Q9H4H8	ENSG00000101447
HGNC:25972	FAM83E	family with sequence similarity 83 member E	NM_017708	Q2M2I3	ENSG00000105523
HGNC:25148	FAM83F	family with sequence similarity 83 member F	NM_138435	Q8NEG4	ENSG00000133477
HGNC:32554	FAM83G	family with sequence similarity 83 member G		A6ND36	ENSG00000188522
HGNC:24797	FAM83H	family with sequence similarity 83 member H	NM_198488	Q6ZRV2	ENSG00000180921
HGNC:48720	FAM83H-AS1	FAM83H antisense RNA 1 (head to head)	NR_033849		
HGNC:17606	FAM85A	family with sequence similarity 85 member A	NR_146925		
HGNC:32160	FAM85B	family with sequence similarity 85 member B	NR_147089		ENSG00000253893
HGNC:28268	FAM86B1	family with sequence similarity 86 member B1	NM_032916	Q8N7N1	ENSG00000186523
HGNC:32222	FAM86B2	family with sequence similarity 86 member B2	NM_001137610	P0C5J1	ENSG00000145002
HGNC:44371	FAM86B3P	family with sequence similarity 86 member B3, pseudogene			ENSG00000173295
HGNC:25561	FAM86C1P	family with sequence similarity 86 member C1, pseudogene	NM_152563	Q9NVL1	ENSG00000158483
HGNC:42392	FAM86C2P	family with sequence similarity 86 member C2, pseudogene		A6NEL3	ENSG00000160172
HGNC:32659	FAM86DP	family with sequence similarity 86 member D, pseudogene	NR_024241		ENSG00000244026
HGNC:28017	FAM86EP	family with sequence similarity 86 member E, pseudogene			ENSG00000251669
HGNC:42357	FAM86FP	family with sequence similarity 86 member F, pseudogene			ENSG00000164845
HGNC:42358	FAM86GP	family with sequence similarity 86 member G, pseudogene			ENSG00000166492
HGNC:42359	FAM86HP	family with sequence similarity 86 member H, pseudogene			ENSG00000253540
HGNC:44097	FAM86JP	family with sequence similarity 86 member J, pseudogene	NR_024251	Q05BU3	ENSG00000171084
HGNC:44098	FAM86KP	family with sequence similarity 86 member K, pseudogene			ENSG00000163612
HGNC:44099	FAM86LP	family with sequence similarity 86 member L, pseudogene	NG_006619		ENSG00000242731
HGNC:44100	FAM86MP	family with sequence similarity 86 member M, pseudogene	NG_008782		ENSG00000186234
HGNC:27233	FAM87A	family with sequence similarity 87 member A		P0C7U9	ENSG00000182366
HGNC:32236	FAM87B	family with sequence similarity 87 member B			ENSG00000177757
HGNC:25057	FAM89A	family with sequence similarity 89 member A	NM_198552	Q96GI7	ENSG00000182118
HGNC:16708	FAM89B	family with sequence similarity 89 member B	NM_152832	Q8N5H3	ENSG00000176973
HGNC:25526	FAM90A1	family with sequence similarity 90 member A1	NM_018088	Q86YD7	ENSG00000171847
HGNC:32250	FAM90A2P	family with sequence similarity 90 member A2, pseudogene	NR_046354	Q658T7	ENSG00000205879
HGNC:32251	FAM90A3P	family with sequence similarity 90 member A3, pseudogene	NG_032074		ENSG00000233132
HGNC:32252	FAM90A4P	family with sequence similarity 90 member A4, pseudogene	NG_006005		ENSG00000249005
HGNC:32253	FAM90A5P	family with sequence similarity 90 member A5, pseudogene	NG_032077	A8MXJ8	ENSG00000215373
HGNC:32254	FAM90A6P	family with sequence similarity 90 member A6, pseudogene	NG_006009		ENSG00000248944
HGNC:32255	FAM90A7P	family with sequence similarity 90 member A7, pseudogene	NR_046343	A6NKC0	ENSG00000285975
HGNC:32256	FAM90A8P	family with sequence similarity 90 member A8, pseudogene	NG_032083	A6NJQ4	ENSG00000285937
HGNC:32257	FAM90A9P	family with sequence similarity 90 member A9, pseudogene	NG_032085	A6NNJ1	ENSG00000285607
HGNC:32258	FAM90A10P	family with sequence similarity 90 member A10, pseudogene	NR_046351	A6NDY2	ENSG00000285950
HGNC:32259	FAM90A11P	family with sequence similarity 90 member A11, pseudogene	NG_006010		ENSG00000233115
HGNC:32260	FAM90A12P	family with sequence similarity 90 member A12, pseudogene	NG_032086	A8MX19	ENSG00000254229
HGNC:32261	FAM90A13P	family with sequence similarity 90 member A13, pseudogene	NG_032076	P0C7W8	ENSG00000223885
HGNC:32262	FAM90A14P	family with sequence similarity 90 member A14, pseudogene	NG_032081	P0C7W9	ENSG00000285814
HGNC:32263	FAM90A15P	family with sequence similarity 90 member A15, pseudogene	NG_032075	P0C7V4	ENSG00000230045
HGNC:32264	FAM90A16P	family with sequence similarity 90 member A16, pseudogene	NG_011769	A6NEW6	ENSG00000285620
HGNC:32265	FAM90A17P	family with sequence similarity 90 member A17, pseudogene	NG_011770	A6NEW6	ENSG00000285720
HGNC:32266	FAM90A18P	family with sequence similarity 90 member A18, pseudogene	NG_032082	A6NE21	ENSG00000285913
HGNC:32267	FAM90A19P	family with sequence similarity 90 member A19, pseudogene	NG_032084	A6NE21	ENSG00000285657
HGNC:32268	FAM90A20P	family with sequence similarity 90 member A20, pseudogene	NG_032078	A6NIJ5	ENSG00000233295
HGNC:32269	FAM90A21P	family with sequence similarity 90 member A21, pseudogene	NG_005998		ENSG00000234749
HGNC:32270	FAM90A22P	family with sequence similarity 90 member A22, pseudogene	NG_006001	A8MWA6	ENSG00000285687
HGNC:32271	FAM90A23P	family with sequence similarity 90 member A23, pseudogene	NG_006002	A8MXZ1	ENSG00000285765
HGNC:32272	FAM90A24P	family with sequence similarity 90 member A24, pseudogene	NG_006004	P0C7X0	ENSG00000215354
HGNC:32246	FAM90A25P	family with sequence similarity 90 member A25, pseudogene	NG_032087		ENSG00000251402
HGNC:43746	FAM90A26	family with sequence similarity 90 member A26	NG_032089	D6RGX4	ENSG00000229924
HGNC:43617	FAM90A27P	family with sequence similarity 90 member A27, pseudogene	NR_046365	A6NNH2	ENSG00000189348
HGNC:43747	FAM90A28P	family with sequence similarity 90 member A28, pseudogene	NG_028700		ENSG00000269118
HGNC:26306	FAM91A1	family with sequence similarity 91 member A1	NM_144963	Q658Y4	ENSG00000176853
HGNC:51523	FAM91A2P	family with sequence similarity 91 member A2, pseudogene			ENSG00000284842
HGNC:32273	FAM91A3P	family with sequence similarity 91 member A3, pseudogene	NG_007181		ENSG00000242352
HGNC:51524	FAM91A4P	family with sequence similarity 91 member A4, pseudogene			
HGNC:28069	FAM95A	family with sequence similarity 95 member A	NR_038409		
HGNC:32318	FAM95B1	family with sequence similarity 95 member B1	NR_026759		ENSG00000223839
HGNC:45272	FAM95C	family with sequence similarity 95 member C	NR_047651		ENSG00000283486
HGNC:43861	FAM96AP1	family with sequence similarity 96 member A pseudogene 1			ENSG00000234048
HGNC:43862	FAM96AP2	family with sequence similarity 96 member A pseudogene 2	NG_005999		ENSG00000224566
HGNC:24520	FAM98A	family with sequence similarity 98 member A	NM_015475	Q8NCA5	ENSG00000119812
HGNC:26773	FAM98B	family with sequence similarity 98 member B	NM_173611	Q52LJ0	ENSG00000171262
HGNC:27119	FAM98C	family with sequence similarity 98 member C	NM_174905	Q17RN3	ENSG00000130244
HGNC:32368	FAM99A	family with sequence similarity 99 member A			ENSG00000205866
HGNC:32369	FAM99B	family with sequence similarity 99 member B			ENSG00000205865
HGNC:31419	FAM102A	family with sequence similarity 102 member A		Q5T9C2	ENSG00000167106
HGNC:27637	FAM102B	family with sequence similarity 102 member B	NM_001010883	Q5T8I3	ENSG00000162636
HGNC:25918	FAM104A	family with sequence similarity 104 member A	NM_032837	Q969W3	ENSG00000133193
HGNC:25085	FAM104B	family with sequence similarity 104 member B	NM_138362	Q5XKR9	ENSG00000182518
HGNC:25682	FAM106A	family with sequence similarity 106 member A	NM_024974	Q4KMX7	ENSG00000273018
HGNC:32450	FAM106B	family with sequence similarity 106 member B	NM_001348161		
HGNC:38396	FAM106C	family with sequence similarity 106 member C	NM_001348162	P0CH98	ENSG00000288235
HGNC:38397	FAM106DP	family with sequence similarity 106 member D, pseudogene			
HGNC:30827	FAM107A	family with sequence similarity 107 member A	NM_007177	O95990	ENSG00000168309
HGNC:23726	FAM107B	family with sequence similarity 107 member B	NM_031453	Q9H098	ENSG00000065809
HGNC:16188	FAM110A	family with sequence similarity 110 member A	NM_031424	Q9BQ89	ENSG00000125898
HGNC:28587	FAM110B	family with sequence similarity 110 member B	NM_147189	Q8TC76	ENSG00000169122
HGNC:33340	FAM110C	family with sequence similarity 110 member C	NM_001077710	Q1W6H9	ENSG00000184731
HGNC:25860	FAM110D	family with sequence similarity 110 member D	NM_024869	Q8TAY7	ENSG00000197245
HGNC:24725	FAM111A	family with sequence similarity 111 member A	NM_022074	Q96PZ2	ENSG00000166801
HGNC:53752	FAM111A-DT	FAM111A divergent transcript	NR_110184		ENSG00000245571
HGNC:24200	FAM111B	family with sequence similarity 111 member B	NM_198947	Q6SJ93	ENSG00000189057
HGNC:25087	FAM114A1	family with sequence similarity 114 member A1	NM_138389	Q8IWE2	ENSG00000197712
HGNC:1333	FAM114A2	family with sequence similarity 114 member A2	NM_018691	Q9NRY5	ENSG00000055147
HGNC:24179	FAM117A	family with sequence similarity 117 member A	NM_030802	Q9C073	ENSG00000121104
HGNC:14440	FAM117B	family with sequence similarity 117 member B	NM_173511	Q6P1L5	ENSG00000138439
HGNC:1313	FAM118A	family with sequence similarity 118 member A	NM_017911	Q9NWS6	ENSG00000100376
HGNC:26110	FAM118B	family with sequence similarity 118 member B	NM_024556	Q9BPY3	ENSG00000197798
HGNC:13247	FAM120A	family with sequence similarity 120A	NM_014612	Q9NZB2	ENSG00000048828
HGNC:23389	FAM120AOS	family with sequence similarity 120A opposite strand		Q5T036	ENSG00000188938
HGNC:21109	FAM120B	family with sequence similarity 120B	NM_032448	Q96EK7	ENSG00000112584
HGNC:16949	FAM120C	family with sequence similarity 120C	NM_017848	Q9NX05	ENSG00000184083
HGNC:23490	FAM122A	family with sequence similarity 122A	NM_138333	Q96E09	ENSG00000187866
HGNC:30490	FAM122B	family with sequence similarity 122B	NM_145284	Q7Z309	ENSG00000156504
HGNC:25202	FAM122C	family with sequence similarity 122C	NM_138819	Q6P4D5	ENSG00000156500
HGNC:26413	FAM124A	family with sequence similarity 124 member A	NM_145019	Q86V42	ENSG00000150510
HGNC:26224	FAM124B	family with sequence similarity 124 member B	NM_024785	Q9H5Z6	ENSG00000124019
HGNC:24587	FAM126A	family with sequence similarity 126 member A	NM_032581	Q9BYI3	ENSG00000122591
HGNC:28593	FAM126B	family with sequence similarity 126 member B	NM_173822	Q8IXS8	ENSG00000155744
HGNC:28308	FAM131A	family with sequence similarity 131 member A	NM_144635	Q6UXB0	ENSG00000175182
HGNC:22202	FAM131B	family with sequence similarity 131 member B	NM_014690	Q86XD5	ENSG00000159784
HGNC:26717	FAM131C	family with sequence similarity 131 member C	NM_182623	Q96AQ9	ENSG00000185519
HGNC:26748	FAM133A	family with sequence similarity 133 member A	NM_173698	Q8N9E0	ENSG00000179083
HGNC:28629	FAM133B	family with sequence similarity 133 member B	NM_001040057	Q5BKY9	ENSG00000234545
HGNC:44190	FAM133CP	family with sequence similarity 133 member C, pseudogene	NR_027508		ENSG00000183055
HGNC:44192	FAM133DP	family with sequence similarity 133 member D, pseudogene	NR_034169		ENSG00000230562
HGNC:54729	FAM133EP	family with sequence similarity 133 member E, pseudogene	NG_030289		
HGNC:54730	FAM133FP	family with sequence similarity 133 member F, pseudogene	NG_027047		
HGNC:54731	FAM133GP	family with sequence similarity 133 member G, pseudogene	NG_023992		
HGNC:21084	FAM135A	family with sequence similarity 135 member A	NM_020819	Q9P2D6	ENSG00000082269
HGNC:40955	FAM135A-AS1	FAM135A antisense RNA 1	NR_147708		ENSG00000224349
HGNC:28029	FAM135B	family with sequence similarity 135 member B	NM_015912	Q49AJ0	ENSG00000147724
HGNC:25911	FAM136A	family with sequence similarity 136 member A	NM_032822	Q96C01	ENSG00000035141
HGNC:21110	FAM136BP	family with sequence similarity 136 member B, pseudogene			ENSG00000232654
HGNC:32334	FAM138A	family with sequence similarity 138 member A	NR_026818		ENSG00000237613
HGNC:33582	FAM138B	family with sequence similarity 138 member B	NR_026821		ENSG00000226516
HGNC:32333	FAM138C	family with sequence similarity 138 member C	NR_026822		ENSG00000218839
HGNC:33583	FAM138D	family with sequence similarity 138 member D	NR_026823		ENSG00000249054
HGNC:32335	FAM138E	family with sequence similarity 138 member E	NR_026819		ENSG00000248893
HGNC:33581	FAM138F	family with sequence similarity 138 member F	NR_026820		ENSG00000282591
HGNC:24527	FAM149A	family with sequence similarity 149 member A	NM_001006655	A5PLN7	ENSG00000109794
HGNC:29162	FAM149B1	family with sequence similarity 149 member B1	NM_173348	Q96BN6	ENSG00000138286
HGNC:31735	FAM149B1P1	family with sequence similarity 149 member B1 pseudogene 1			ENSG00000214424
HGNC:25032	FAM151A	family with sequence similarity 151 member A	NM_176782	Q8WW52	ENSG00000162391
HGNC:33716	FAM151B	family with sequence similarity 151 member B	NM_205548	Q6UXP7	ENSG00000152380
HGNC:29940	FAM153A	family with sequence similarity 153 member A	NM_173663	Q9UHL3	ENSG00000170074
HGNC:27323	FAM153B	family with sequence similarity 153 member B	NM_001079529	P0C7A2	ENSG00000182230
HGNC:33936	FAM153CP	family with sequence similarity 153 member C, pseudogene	NR_149722		ENSG00000204677
HGNC:33877	FAM155A	family with sequence similarity 155 member A	NM_001080396	B1AL88	ENSG00000204442
HGNC:41503	FAM155A-IT1	FAM155A intronic transcript 1			ENSG00000227248
HGNC:30701	FAM155B	family with sequence similarity 155 member B	NM_015686	O75949	ENSG00000130054
HGNC:30114	FAM156A	family with sequence similarity 156 member A	NM_014138	Q8NDB6	ENSG00000268350
HGNC:31962	FAM156B	family with sequence similarity 156 member B		Q8NDB6	ENSG00000179304
HGNC:34079	FAM157A	family with sequence similarity 157 member A	NR_146164	C9JC47	ENSG00000236438
HGNC:34080	FAM157B	family with sequence similarity 157 member B	NR_146178	P0CG42	ENSG00000233013
HGNC:34081	FAM157C	family with sequence similarity 157 member C	NR_126161	P0CG43	ENSG00000260528
HGNC:34237	FAM160A1	family with sequence similarity 160 member A1	NM_001109977	Q05DH4	ENSG00000164142
HGNC:53123	FAM160A1-DT	FAM160A1 divergent transcript			ENSG00000251611
HGNC:25378	FAM160A2	family with sequence similarity 160 member A2	NM_032127	Q8N612	ENSG00000051009
HGNC:29320	FAM160B1	family with sequence similarity 160 member B1	NM_020940	Q5W0V3	ENSG00000151553
HGNC:16492	FAM160B2	family with sequence similarity 160 member B2		Q86V87	ENSG00000158863
HGNC:25808	FAM161A	FAM161 centrosomal protein A	NM_032180	Q3B820	ENSG00000170264
HGNC:19854	FAM161B	FAM161 centrosomal protein B	NM_152445	Q96MY7	ENSG00000156050
HGNC:17865	FAM162A	family with sequence similarity 162 member A	NM_014367	Q96A26	ENSG00000114023
HGNC:21549	FAM162B	family with sequence similarity 162 member B	NM_001085480	Q5T6X4	ENSG00000183807
HGNC:28274	FAM163A	family with sequence similarity 163 member A	NM_173509	Q96GL9	ENSG00000143340
HGNC:33277	FAM163B	family with sequence similarity 163 member B	NM_001080515	P0C2L3	ENSG00000196990
HGNC:33818	FAM166A	family with sequence similarity 166 member A	NM_001001710	Q6J272	ENSG00000188163
HGNC:34242	FAM166B	family with sequence similarity 166 member B	NM_001099951	A8MTA8	ENSG00000215187
HGNC:27938	FAM166C	family with sequence similarity 166 member C	NM_001105519	A6NJV1	ENSG00000173557
HGNC:15549	FAM167A	family with sequence similarity 167 member A		Q96KS9	ENSG00000154319
HGNC:15548	FAM167A-AS1	FAM167A antisense RNA 1	NR_026814	Q96KT0	ENSG00000184608
HGNC:28133	FAM167B	family with sequence similarity 167 member B	NM_032648	Q9BTA0	ENSG00000183615
HGNC:28999	FAM168A	family with sequence similarity 168 member A	NM_015159	Q92567	ENSG00000054965
HGNC:27016	FAM168B	family with sequence similarity 168 member B	NM_001009993	A1KXE4	ENSG00000152102
HGNC:29138	FAM169A	family with sequence similarity 169 member A		Q9Y6X4	ENSG00000198780
HGNC:26835	FAM169B	family with sequence similarity 169 member B	NM_182562	Q8N8A8	ENSG00000283597
HGNC:27963	FAM170A	family with sequence similarity 170 member A	NM_182761	A1A519	ENSG00000164334
HGNC:19736	FAM170B	family with sequence similarity 170 member B	NM_001164484	A6NMN3	ENSG00000172538
HGNC:45006	FAM170B-AS1	FAM170B antisense RNA 1	NR_038973		ENSG00000234736
HGNC:23522	FAM171A1	family with sequence similarity 171 member A1	NM_001010924	Q5VUB5	ENSG00000148468
HGNC:30480	FAM171A2	family with sequence similarity 171 member A2	NM_198475	A8MVW0	ENSG00000161682
HGNC:29412	FAM171B	family with sequence similarity 171 member B	NM_177454	Q6P995	ENSG00000144369
HGNC:25365	FAM172A	family with sequence similarity 172 member A	NM_032042	Q8WUF8	ENSG00000113391
HGNC:34336	FAM172BP	family with sequence similarity 172 member B, pseudogene	XR_041878	A6NC97	ENSG00000175841
HGNC:24943	FAM174A	family with sequence similarity 174 member A	NM_198507	Q8TBP5	ENSG00000174132
HGNC:34339	FAM174B	family with sequence similarity 174 member B	NM_207446	Q3ZCQ3	ENSG00000185442
HGNC:26073	FAM174C	family with sequence similarity 174 member C	NM_017914	Q9BVV8	ENSG00000228300
HGNC:19829	FAM177A1	family with sequence similarity 177 member A1	NM_173607	Q8N128	ENSG00000151327
HGNC:34441	FAM177A1P1	family with sequence similarity 177 member A1 pseudogene 1			ENSG00000214886
HGNC:34395	FAM177B	family with sequence similarity 177 member B	NM_207468	A6PVY3	ENSG00000197520
HGNC:28036	FAM178B	family with sequence similarity 178 member B	NM_016490	Q8IXR5	ENSG00000168754
HGNC:33773	FAM180A	family with sequence similarity 180 member A	NM_205855	Q6UWF9	ENSG00000189320
HGNC:34451	FAM180B	family with sequence similarity 180 member B	NM_001164379	Q6P0A1	ENSG00000196666
HGNC:20491	FAM181A	family with sequence similarity 181 member A	NM_138344	Q8N9Y4	ENSG00000140067
HGNC:20133	FAM181A-AS1	FAM181A antisense RNA 1	NR_027004		ENSG00000258584
HGNC:28512	FAM181B	family with sequence similarity 181 member B	NM_175885	A6NEQ2	ENSG00000182103
HGNC:16222	FAM182A	family with sequence similarity 182 member A	NR_026713	Q5T1J6	ENSG00000125804
HGNC:34503	FAM182B	family with sequence similarity 182 member B	NR_026714	Q5T319	ENSG00000175170
HGNC:34347	FAM183A	family with sequence similarity 183 member A	NM_001101376	A6NL82	ENSG00000186973
HGNC:34511	FAM183BP	family with sequence similarity 183 member B, pseudogene	NR_028347	Q6ZVS7	ENSG00000164556
HGNC:51331	FAM183DP	family with sequence similarity 183 member D, pseudogene			ENSG00000205716
HGNC:51332	FAM183EP	family with sequence similarity 183 member E, pseudogene	NG_046798		
HGNC:20991	FAM184A	family with sequence similarity 184 member A	NM_024581	Q8NB25	ENSG00000111879
HGNC:29235	FAM184B	family with sequence similarity 184 member B	NM_015688	Q9ULE4	ENSG00000047662
HGNC:22412	FAM185A	family with sequence similarity 185 member A	NM_001145268	Q8N0U4	ENSG00000222011
HGNC:21813	FAM185BP	family with sequence similarity 185 member B, pseudogene	XM_001717516		ENSG00000214439
HGNC:26980	FAM186A	family with sequence similarity 186 member A	NM_001145475	A6NE01	ENSG00000185958
HGNC:25296	FAM186B	family with sequence similarity 186 member B	NM_032130	Q8IYM0	ENSG00000135436
HGNC:35153	FAM187A	family with sequence similarity 187 member A		A6NFU0	ENSG00000214447
HGNC:26366	FAM187B	family with sequence similarity 187 member B	NM_152481	Q17R55	ENSG00000177558
HGNC:49213	FAM187B2P	family with sequence similarity 187 member B2, pseudogene			ENSG00000262497
HGNC:29075	FAM189A1	family with sequence similarity 189 member A1	NM_015307	O60320	ENSG00000104059
HGNC:24820	FAM189A2	family with sequence similarity 189 member A2	NM_004816	Q15884	ENSG00000135063
HGNC:1233	FAM189B	family with sequence similarity 189 member B	NM_006589	P81408	ENSG00000160767
HGNC:37194	FAM192BP	family with sequence similarity 192 member B, pseudogene	NG_007351		ENSG00000231841
HGNC:16822	FAM193A	family with sequence similarity 193 member A	NM_003704	P78312	ENSG00000125386
HGNC:25524	FAM193B	family with sequence similarity 193 member B	NM_019057	Q96PV7	ENSG00000146067
HGNC:37464	FAM197Y1	family with sequence similarity 197 Y-linked member 1			ENSG00000224336
HGNC:18848	FAM197Y2	family with sequence similarity 197 Y-linked member 2	NR_001553		ENSG00000234803
HGNC:37465	FAM197Y3	family with sequence similarity 197 Y-linked member 3	NR_145461		ENSG00000230066
HGNC:37466	FAM197Y4	family with sequence similarity 197 Y-linked member 4	NR_145470		ENSG00000274196
HGNC:37467	FAM197Y5	family with sequence similarity 197 Y-linked member 5	NR_046300		ENSG00000225516
HGNC:37468	FAM197Y6	family with sequence similarity 197 Y-linked member 6	NR_145469		ENSG00000237802
HGNC:37469	FAM197Y7	family with sequence similarity 197 Y-linked member 7			ENSG00000228383
HGNC:37470	FAM197Y8	family with sequence similarity 197 Y-linked member 8	NR_145468		ENSG00000225560
HGNC:37477	FAM197Y9	family with sequence similarity 197 Y-linked member 9	NR_145462		ENSG00000234830
